MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
Phoenix 2012.4,EMF27-450-FullTech,World,Emissions|CO2,Mt CO2/yr,27527.42655,29929.85817,,21505.61036,,21737.35972,,20480.11469,,20976.59197,,,,,,,,,,
REMIND 1.5,EMF27-450-FullTech,World,Emissions|CO2,Mt CO2/yr,33837.411,37987.0172,,35499.5397,,25666.972,,18229.2012,,8944.7442,,-1343.4921,,-6907.792,,-10003.0529,,-10619.4697,,-10352.3719
TIAM-WORLD 2012.2,EMF27-450-FullTech,World,Emissions|CO2,Mt CO2/yr,30778.5713,32449.2403,,27260.7288,,21781.37632,,17136.00548,,8586.243683,,3923.742726,,1990.043157,,-105.3543187,,-264.5553017,,-1513.022237
WITCH_EMF27,EMF27-450-FullTech,World,Emissions|CO2,Mt CO2/yr,33582.44834,37504.48433,,34133.09072,,29138.95627,,22915.0357,,16593.82303,,11468.21373,,5783.511215,,1574.531569,,-635.5271691,,-1518.576703
AIM-Enduse 12.1,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,34492.04991,38313.59053,,39530.62319,,38815.3624,,34676.36072,,25295.20347,,,,,,,,,,
BET 1.5,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,29820.04859,31386.97481,,33603.3431,,33034.32432,,30020.1693,,25918.64758,,18554.19294,,10743.93223,,6278.580669,,5218.400795,,4702.115281
EC-IAM 2012,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,26821.21891,30035.25716,,30474.69333,,28777.32118,,25457.60447,,21613.97272,,17090.5284,,10700.03787,,6030.713911,,4957.061721,,6451.37541
ENV-Linkages (WEO2012 calibration),EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,,36354.6,,39355,,41939.1,,40634.5,,37837.8,,,,,,,,,,
GCAM 3.0,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,31473.62448,34685.29283,,19250.56223,,23393.02672,,21384.85226,,14980.92317,,9999.722135,,8279.873939,,6735.688084,,5970.685779,,3938.545478
GRAPE ver2011,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,30523.90856,32999.85043,,33707.84324,,30640.80041,,23286.58578,,18336.7933,,11176.61613,,4378.386891,,1519.617859,,590.228041,,267.231126
IMACLIM v1.1,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,29110,32950,,31640,,27100,,23480,,19200,,16100,,13010,,9721,,7166,,6178
IMAGE 2.4,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,34438.60091,36050.69173,,38850.6429,,38454.20247,,31862.65658,,24800.85352,,17615.27181,,9579.855957,,5939.431559,,3806.938599,,1647.196065
MERGE_EMF27,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,28501.22,33303.16107,,36133.38956,,34574.3497,,26621.43066,,17421.04221,,9135.885763,,8706.672362,,5806.385058,,6007.16252,,5968.318028
MESSAGE V.4,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,34491.02067,36087.08767,,34645.25167,,30282.626,,21922.21167,,11118.03,,9420.257,,8072.537,,6655.473,,5212.427,,3814.891667
POLES EMF27,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,29207.968,31637.524,,34165.004,,28156.83,,22479.986,,18018.676,,14651.633,,12066.59,,9780.342,,7843.6025,,6329.378
Phoenix 2012.4,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,27523.49467,29939.31122,,26564.30335,,26749.9357,,27628.03919,,29030.08927,,,,,,,,,,
REMIND 1.5,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,33837.411,37997.4238,,39349.8935,,31143.6235,,23284.1741,,15174.0598,,10056.8683,,7257.1243,,5481.4703,,4620.6789,,4190.2347
TIAM-WORLD 2012.2,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,30778.5713,32449.2403,,32525.77798,,32555.91679,,27003.48592,,22546.45458,,18612.71114,,14653.00849,,13116.46541,,9458.768704,,7596.108409
WITCH_EMF27,EMF27-550-FullTech,World,Emissions|CO2,Mt CO2/yr,33582.44805,37384.16091,,38411.26865,,37710.90678,,31957.51952,,23721.31337,,19765.58629,,18854.34613,,18201.83095,,17802.32258,,17474.51072
AIM-Enduse[Backcast] 1.0,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,34450.32383,35599.07898,34827.40122,33360.34454,31616.52941,29681.24184,27868.73757,26039.15326,24199.90931,22302.2026,,,,,,,,,,
GCAM 3.1,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,31392.78252,34560.52505,35602.01857,18097.13048,19169.75286,21281.39967,20263.0002,18336.25133,16156.22469,14130.78727,,6106.238233,,-1057.900859,,-7452.416115,,-14816.48544,,-20747.41728
IMAGE 2.4,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,34421.1735,35569.90007,36170.91829,35996.69076,34392.42025,32175.93457,27869.59928,19319.1027,15353.67253,13508.2784,,5810.240194,,-1188.760793,,-3372.965861,,-6898.173136,,-8961.476563
MESSAGE V.4,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,34490.522,36085.181,,34228.23433,,29009.068,,19108.69767,,7348.242,,-854.2233333,,-5485.230667,,-8886.412333,,-12409.221,,-14863.04233
REMIND 1.5,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,33841.491,37316.615,35823.085,33220.969,30454.113,26826.354,22944.909,19489.332,15033.404,9743.572,,-784.778,,-6915.131,,-9937.296,,-11823.406,,-12924.051
TIAM-ECN,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,33838.29747,35833.68599,,37448.36628,,30881.4876,,23608.84461,,11845.66684,,2824.991259,,-4051.945677,,-7068.154993,,-8465.905463,,-9006.216705
WITCH_LIMITS,LIMITS-450,World,Emissions|CO2,Mt CO2/yr,33572.7958,37209.3798,30130.54586,26834.86474,24713.25983,21589.90354,19320.17962,16094.64096,13266.42161,10731.91083,,6687.253173,,3846.898165,,812.8820336,,-1050.912935,,-1464.939486
AIM-Enduse[Backcast] 1.0,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,34450.32383,35599.07898,36385.02759,36772.49682,36709.54505,36479.11864,36369.19441,36302.78349,36218.32488,36196.19416,,,,,,,,,,
GCAM 3.1,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,31392.78252,34560.52505,36130.03171,20489.63007,22087.15626,24675.6448,24864.80938,24398.15597,21632.40274,19801.91063,,10607.01714,,3225.937631,,-3573.617786,,-11174.38186,,-17168.81474
IMAGE 2.4,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,34421.1735,35580.32357,36407.42546,38423.51204,38880.92871,38161.05176,37626.41667,32116.37272,28430.53483,24005.604,,15306.19922,,5681.76766,,-667.6670125,,-5554.501383,,-7100.225179
MESSAGE V.4,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,34490.742,36085.55867,,37442.61033,,34743.73467,,27832.20367,,14846.91633,,4350.657667,,-2221.802,,-6805.674333,,-10536.394,,-13641.71967
REMIND 1.5,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,33841.491,37317.21,37211.75,35792.571,34171.77,31779.788,28744.468,25735.203,22652.892,18589.266,,8111.472,,-581.873,,-5722.357,,-8822.709,,-10685.136
TIAM-ECN,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,33838.29747,35833.68599,,40351.23647,,37527.10352,,30629.17556,,21413.93587,,12186.75365,,5923.543969,,-1904.703934,,-7465.836664,,-8105.99549
WITCH_LIMITS,LIMITS-500,World,Emissions|CO2,Mt CO2/yr,33572.7958,37209.3798,34480.13764,34226.54987,33677.49155,29387.16831,26790.45708,23456.07416,20485.44299,17692.43572,,13385.61251,,9071.368143,,4466.782262,,1790.356393,,476.1407886
GCAM 3.0,ROSE 450 DEF,World,Emissions|CO2,Mt CO2/yr,31435.50977,34875.30859,,37733.51172,,37735.07031,,21001.66016,,8081.759766,,1924.939941,,-2583.370117,,-6445.859863,,-10012.12012,,-13230.51953
REMIND 1.4,ROSE 450 DEF,World,Emissions|CO2,Mt CO2/yr,33764.51953,37185.05859,,34411.64063,,28204.2207,,19349.21094,,13543.46973,,8405.80957,,2243.320068,,-2684.620117,,-4297.569824,,-3775.209961
WITCH_ROSE,ROSE 450 DEF,World,Emissions|CO2,Mt CO2/yr,33472.12109,36488.64063,,31497.2793,,26365.53906,,20730.03906,,15033.7998,,10849.0498,,7095.959961,,3537.419922,,1180.910034,,94.48999786
GCAM 3.0,ROSE 550 DEF,World,Emissions|CO2,Mt CO2/yr,31435.50977,34875.30859,,39459.98047,,42166.35938,,30184.00977,,14938.90039,,11557.51953,,9245.599609,,8282.740234,,7738.959961,,7240.830078
REMIND 1.4,ROSE 550 DEF,World,Emissions|CO2,Mt CO2/yr,33764.51953,37185.76953,,40497.28906,,39827.69922,,34513.57031,,25150.80078,,18860.86914,,14518.23047,,11179.20996,,8919.349609,,7378.549805
WITCH_ROSE,ROSE 550 DEF,World,Emissions|CO2,Mt CO2/yr,33472.12109,36420.41016,,35572.46875,,39391.14844,,38070.53125,,30318.86914,,24042.96094,,18881.11914,,14317.90039,,10039.67969,,6534.75
